seed,model,accuracy,precision_macro,recall_macro,f1_macro,auc,feature_prep_seconds,feature_prep_memory_mb,fit_seconds,fit_memory_mb,predict_seconds,predict_memory_mb,runtime_seconds,peak_python_memory_mb,embedding_dimension,dataset
0,embedding_lr,0.8584070796460177,0.7309249454998443,0.889375109399615,0.7702376413775576,0.9371608611937685,0.0,0.0,0.0035359999747015536,2.252120018005371,0.00040087499655783176,0.8855705261230469,0.003936874971259385,2.252120018005371,512,pytorch
0,hybrid_lr,0.8849557522123894,0.7568315461777932,0.889900227551199,0.7985739750445633,0.9385611762646595,0.2718968749977648,7.135429382324219,0.01990458302316256,8.809471130371094,0.007939042028738186,3.7805252075195312,0.29974050004966557,8.809471130371094,512,pytorch
0,embedding_centroid,0.8141592920353983,0.6952032291373322,0.8639943987397164,0.7222612359550562,0.8639943987397165,0.0,0.0,0.0005253750132396817,0.9101943969726562,0.00878895798814483,0.4791717529296875,0.009314333001384512,0.9101943969726562,512,pytorch
1,embedding_lr,0.8761061946902655,0.743802605788078,0.8701207771748642,0.7830796654326067,0.939261333800105,0.0,0.0,0.004435791983269155,2.252133369445801,0.000313834025291726,0.8855705261230469,0.004749626008560881,2.252133369445801,512,pytorch
1,hybrid_lr,0.8761061946902655,0.7344759393539881,0.8113075441974444,0.7633507853403141,0.9382110974969368,0.27948783300234936,7.108354568481445,0.01460387499537319,8.828742980957031,0.0037345409800764173,3.7655563354492188,0.29782624897779897,8.828742980957031,512,pytorch
1,embedding_centroid,0.8362831858407079,0.7116443745082612,0.8766847540696656,0.7454567593071748,0.8766847540696657,0.0,0.0,0.0001722919987514615,0.9101943969726562,0.0020067919977009296,0.47898292541503906,0.002179083996452391,0.9101943969726562,512,pytorch
2,embedding_lr,0.8716814159292036,0.7359550561797753,0.8528793978645195,0.7730216450216449,0.9362856642744618,0.0,0.0,0.0037830829969607294,2.2527475357055664,0.0003032910171896219,0.8855705261230469,0.004086374014150351,2.2527475357055664,512,pytorch
2,hybrid_lr,0.8893805309734514,0.7561827956989248,0.8336250656397689,0.7862035039921292,0.9343602310519867,0.286303750006482,8.413748741149902,0.013882250001188368,8.824325561523438,0.00388045801082626,3.7617340087890625,0.30406645801849663,8.824325561523438,512,pytorch
2,embedding_centroid,0.8451327433628318,0.707687338501292,0.8376509714685805,0.7417311522512815,0.8376509714685804,0.0,0.0,0.00017275000573135912,0.9101943969726562,0.0036326670087873936,0.4791717529296875,0.0038054170145187527,0.9101943969726562,512,pytorch
3,embedding_lr,0.8849557522123894,0.7636363636363637,0.934010152284264,0.8099120082815735,0.9707684228951514,0.0,0.0,0.00532645802013576,2.252777099609375,0.00029083399567753077,0.8855705261230469,0.005617292015813291,2.252777099609375,512,pytorch
3,hybrid_lr,0.9203539823008849,0.8098176333470452,0.8955014878347628,0.8442095588235294,0.9760196044109924,0.28626183298183605,8.547934532165527,0.018942875001812354,8.842681884765625,0.003572291985619813,3.7453231811523438,0.3087769999692682,8.842681884765625,512,pytorch
3,embedding_centroid,0.8495575221238938,0.7301587301587301,0.9137055837563453,0.7679951690821256,0.9137055837563453,0.0,0.0,0.00016525000683031976,0.9101943969726562,0.0016126249975059181,0.4784698486328125,0.001777875004336238,0.9101943969726562,512,pytorch
4,embedding_lr,0.8761061946902655,0.7516214779372674,0.9142307019079293,0.7952898550724637,0.9462629091545598,0.0,0.0,0.0031353750091511756,2.2519445419311523,0.0002818749926518649,0.8855705261230469,0.0034172500018030405,2.2519445419311523,512,pytorch
4,hybrid_lr,0.9026548672566371,0.7828894269572235,0.9294591283038685,0.8295625942684766,0.9403115701032733,0.2496077090036124,7.119885444641113,0.01943700000992976,8.819976806640625,0.005150457989657298,3.7732925415039062,0.27419516700319946,8.819976806640625,512,pytorch
4,embedding_centroid,0.8539823008849557,0.7268062397372742,0.886837038333625,0.7651393481341522,0.886837038333625,0.0,0.0,0.0001775840064510703,0.9101943969726562,0.0016708339971955866,0.47882080078125,0.0018484180036466569,0.9101943969726562,512,pytorch
5,embedding_lr,0.8849557522123894,0.7510484178421655,0.8457903028181342,0.785233918128655,0.9350603885874322,0.0,0.0,0.0037450830277521163,2.2527036666870117,0.00031133199809119105,0.8854827880859375,0.004056415025843307,2.2527036666870117,512,pytorch
5,hybrid_lr,0.8982300884955752,0.7711018041237113,0.7945912830386836,0.7820636451301832,0.9418869245580255,0.26740229199640453,8.626938819885254,0.013866083027096465,8.846824645996094,0.00356287500471808,3.7418899536132812,0.2848312500282191,8.846824645996094,512,pytorch
5,embedding_centroid,0.8716814159292036,0.7359550561797753,0.8528793978645195,0.7730216450216449,0.8528793978645195,0.0,0.0,0.00017079099779948592,0.9101943969726562,0.0016229169850703329,0.4791717529296875,0.0017937079828698188,0.9101943969726562,512,pytorch
6,embedding_lr,0.9070796460176991,0.7872127872127872,0.9025905828811482,0.8284598980735172,0.9630666900052512,0.0,0.0,0.0032067499996628612,2.252470016479492,0.00028829099028371274,0.8855705261230469,0.003495040989946574,2.252470016479492,512,pytorch
6,hybrid_lr,0.9336283185840708,0.8341265397536395,0.9178190092770874,0.8685791820120179,0.9651671626115876,0.2962517919950187,8.47035026550293,0.023175499984063208,8.818878173828125,0.003660874004708603,3.7667007446289062,0.32308816598379053,8.818878173828125,512,pytorch
6,embedding_centroid,0.8628318584070797,0.7288903625110522,0.8625065639768947,0.7668629995674021,0.8625065639768948,0.0,0.0,0.0001763339969329536,0.9101943969726562,0.0016620009846519679,0.4791278839111328,0.0018383349815849215,0.9101943969726562,512,pytorch
7,embedding_lr,0.8938053097345132,0.7667280540208716,0.8802730614388237,0.8060918060918061,0.9590407841764398,0.0,0.0,0.003566083003534004,2.2527475357055664,0.0003129999968223274,0.8855705261230469,0.0038790830003563315,2.2527475357055664,512,pytorch
7,hybrid_lr,0.911504424778761,0.7959611069558714,0.8463154209697181,0.8179768041237113,0.9663924382986171,0.27301970901316963,7.966552734375,0.03057987501961179,8.826637268066406,0.0036949590139556676,3.7682342529296875,0.3072945430467371,8.826637268066406,512,pytorch
7,embedding_centroid,0.8938053097345132,0.7698604865675083,0.9096796779275337,0.8140682846565199,0.9096796779275337,0.0,0.0,0.00016925000818446279,0.9101943969726562,0.001727708033286035,0.4785137176513672,0.0018969580414704978,0.9101943969726562,512,pytorch
8,embedding_lr,0.8539823008849557,0.7198535745047373,0.8574304218449151,0.7564893721226369,0.9355855067390163,0.0,0.0,0.0037839169963262975,2.252655029296875,0.0003013749956153333,0.8855705261230469,0.004085291991941631,2.252655029296875,512,pytorch
8,hybrid_lr,0.8982300884955752,0.7713709677419355,0.8534045160161037,0.803307223672759,0.94118676702258,0.27817720800521784,6.881169319152832,0.01648837499669753,8.821006774902344,0.003699833992868662,3.7804336547851562,0.298365416994784,8.821006774902344,512,pytorch
8,embedding_centroid,0.8539823008849557,0.7268062397372742,0.886837038333625,0.7651393481341522,0.886837038333625,0.0,0.0,0.0001764170010574162,0.9101943969726562,0.001827458996558562,0.4791717529296875,0.002003875997615978,0.9101943969726562,512,pytorch
9,embedding_lr,0.8584070796460177,0.7275917065390749,0.8746718011552599,0.7660455486542443,0.9476632242254507,0.0,0.0,0.003440541011514142,2.251150131225586,0.0002885839785449207,0.8855705261230469,0.003729124990059063,2.251150131225586,512,pytorch
9,hybrid_lr,0.9070796460176991,0.7865591397849463,0.8731839663924383,0.8204109433533886,0.956765272186242,0.29015779099427164,8.535025596618652,0.017850959004135802,8.818397521972656,0.0035802509810309857,3.766448974609375,0.3115890009794384,8.818397521972656,512,pytorch
9,embedding_centroid,0.8362831858407079,0.7036124794745484,0.8472781375809557,0.7366713903322311,0.8472781375809557,0.0,0.0,0.000165749981533736,0.9101943969726562,0.0017395829781889915,0.47882080078125,0.0019053329597227275,0.9101943969726562,512,pytorch
10,embedding_lr,0.8539823008849557,0.7233193277310924,0.8721337300892701,0.7609232248757813,0.9305093646070365,0.0,0.0,0.0036316670011729,2.2518510818481445,0.00030358400545082986,0.8855705261230469,0.00393525100662373,2.2518510818481445,512,pytorch
10,hybrid_lr,0.8893805309734514,0.7550391937290034,0.818921757395414,0.780965303353363,0.9313845615263434,0.2974111660150811,7.207192420959473,0.017524750001030043,8.807159423828125,0.023976083990419284,3.7861328125,0.33891200000653043,8.807159423828125,512,pytorch
10,embedding_centroid,0.8495575221238938,0.7191944357936261,0.8695956590232803,0.7558774939636548,0.8695956590232803,0.0,0.0,0.00031624999246560037,0.9101943969726562,0.007645332982065156,0.4790840148925781,0.007961582974530756,0.9101943969726562,512,pytorch
11,embedding_lr,0.9026548672566371,0.7816474503744206,0.9147558200595134,0.8260078387458007,0.9588657447925782,0.0,0.0,0.003220666985725984,2.2522754669189453,0.0002820009831339121,0.8855705261230469,0.003502667968859896,2.2522754669189453,512,pytorch
11,hybrid_lr,0.911504424778761,0.7943233237350884,0.8757220374584281,0.8268995098039216,0.9597409417118852,0.2552869999781251,7.301816940307617,0.05766004099859856,8.817939758300781,0.003638665977632627,3.7762451171875,0.3165857069543563,8.817939758300781,512,pytorch
11,embedding_centroid,0.8938053097345132,0.7682158564126946,0.8949763696831787,0.8101903695408734,0.8949763696831787,0.0,0.0,0.0001672500220593065,0.9101943969726562,0.0017802910006139427,0.4789085388183594,0.0019475410226732492,0.9101943969726562,512,pytorch
12,embedding_lr,0.8672566371681416,0.7366124986367106,0.8797479432872397,0.7765326301911668,0.9541396814283214,0.0,0.0,0.0031485419895034283,2.252470016479492,0.0002765839744824916,0.8855705261230469,0.00342512596398592,2.252470016479492,512,pytorch
12,hybrid_lr,0.9026548672566371,0.7790575916230367,0.8265359705933835,0.7997744845360825,0.9539646420444601,0.252533457998652,8.424965858459473,0.0409892080060672,8.801231384277344,0.00512645798153244,3.7834091186523438,0.29864912398625165,8.801231384277344,512,pytorch
12,embedding_centroid,0.8716814159292036,0.7413793103448276,0.8822860143532295,0.7819040963695052,0.8822860143532295,0.0,0.0,0.00017591699725016952,0.9101943969726562,0.0016696659731678665,0.4791717529296875,0.001845582970418036,0.9101943969726562,512,pytorch
13,embedding_lr,0.8849557522123894,0.7568315461777932,0.889900227551199,0.7985739750445633,0.9424120427096097,0.0,0.0,0.014961457985918969,2.252338409423828,0.0031918339955154806,0.8855705261230469,0.01815329198143445,2.252338409423828,512,pytorch
13,hybrid_lr,0.9026548672566371,0.7790575916230367,0.8265359705933835,0.7997744845360825,0.93733590057763,0.2694255840033293,8.682454109191895,0.02885404200060293,8.834648132324219,0.0037223749968688935,3.7512054443359375,0.3020020010008011,8.834648132324219,512,pytorch
13,embedding_centroid,0.8362831858407079,0.7036124794745484,0.8472781375809557,0.7366713903322311,0.8472781375809557,0.0,0.0,0.00017058401135727763,0.9101943969726562,0.0016453739954158664,0.4788646697998047,0.001815958006773144,0.9101943969726562,512,pytorch
14,embedding_lr,0.9203539823008849,0.8089650626235992,0.9102047960791178,0.8478683620044877,0.9683178715210923,0.0,0.0,0.01647320800111629,2.2524261474609375,0.004217834008159116,0.8855705261230469,0.020691042009275407,2.2524261474609375,512,pytorch
14,hybrid_lr,0.9292035398230089,0.8297681376215408,0.8858743217223876,0.8543814432989691,0.9700682653597059,0.28390108299208805,7.502383232116699,0.018342833005590364,8.833183288574219,0.0036348330322653055,3.7590103149414062,0.3058787490299437,8.833183288574219,512,pytorch
14,embedding_centroid,0.9070796460176991,0.7872127872127872,0.9025905828811482,0.8284598980735172,0.9025905828811482,0.0,0.0,0.0001702499866951257,0.9101943969726562,0.0016909999831113964,0.4788646697998047,0.0018612499698065221,0.9101943969726562,512,pytorch
15,embedding_lr,0.8539823008849557,0.7233193277310924,0.8721337300892701,0.7609232248757813,0.9413618064064415,0.0,0.0,0.00722441598190926,2.252650260925293,0.0003388750192243606,0.8855705261230469,0.007563291001133621,2.252650260925293,512,pytorch
15,hybrid_lr,0.9026548672566371,0.7806015960712094,0.9000525118151584,0.8222508222508222,0.9509889725188168,0.26599433401133865,8.212339401245117,0.030929166008718312,8.809494018554688,0.005953041982138529,3.7739791870117188,0.3028765420021955,8.809494018554688,512,pytorch
15,embedding_centroid,0.8097345132743363,0.6875946969696969,0.8467530194293715,0.7134601208904614,0.8467530194293718,0.0,0.0,0.00035854201996698976,0.9101943969726562,0.004861374996835366,0.4791717529296875,0.005219917016802356,0.9101943969726562,512,pytorch
16,embedding_lr,0.8628318584070797,0.7320198105081825,0.8772098722212498,0.7712475919939923,0.9487134605286189,0.0,0.0,0.013793167017865926,2.252840042114258,0.00037616697954945266,0.8855705261230469,0.014169333997415379,2.252840042114258,512,pytorch
16,hybrid_lr,0.8982300884955752,0.7731018981018981,0.8828111325048136,0.8121227455090902,0.9361106248906004,0.262588958023116,7.1488752365112305,0.023079125006916,8.809356689453125,0.0036543750029522926,3.7817153930664062,0.2893224580329843,8.809356689453125,512,pytorch
16,embedding_centroid,0.8407079646017699,0.7113569471227037,0.8645195168913006,0.746003996003996,0.8645195168913006,0.0,0.0,0.0001683750015217811,0.9101943969726562,0.0016381260356865823,0.4788646697998047,0.0018065010372083634,0.9101943969726562,512,pytorch
17,embedding_lr,0.911504424778761,0.7949377949377949,0.8610187292140732,0.8225781127335532,0.9396114125678279,0.0,0.0,0.01874695799779147,2.2527475357055664,0.0025108739791903645,0.8855705261230469,0.021257831976981834,2.2527475357055664,512,pytorch
17,hybrid_lr,0.915929203539823,0.8140331890331891,0.8047435673026431,0.809282700421941,0.9394363731839664,0.259963833988877,8.288169860839844,0.020524124993244186,8.834579467773438,0.003963124967413023,3.75482177734375,0.2844510839495342,8.834579467773438,512,pytorch
17,embedding_centroid,0.8761061946902655,0.7389809699201964,0.8407141606861543,0.7737737737737738,0.8407141606861543,0.0,0.0,0.00020991699420847,0.9101943969726562,0.0016484179941471666,0.47899627685546875,0.0018583349883556366,0.9101943969726562,512,pytorch
18,embedding_lr,0.8982300884955752,0.7713709677419355,0.8534045160161037,0.803307223672759,0.9149308594433747,0.0,0.0,0.008501250005792826,2.251875877380371,0.00031370800570584834,0.8855705261230469,0.008814958011498675,2.251875877380371,512,pytorch
18,hybrid_lr,0.9026548672566371,0.7808105872622002,0.7971293541046736,0.7886054421768707,0.9124803080693156,0.28014683301444165,8.18132209777832,0.016932457976508886,8.842315673828125,0.0036166680220048875,3.7550506591796875,0.3006959590129554,8.842315673828125,512,pytorch
18,embedding_centroid,0.8451327433628318,0.7039124668435013,0.8229476632242254,0.736780805963196,0.8229476632242255,0.0,0.0,0.00017087499145418406,0.9101943969726562,0.0019301660067867488,0.4791278839111328,0.002101040998240933,0.9101943969726562,512,pytorch
19,embedding_lr,0.8761061946902655,0.7413526684892429,0.8554174689305094,0.778555431131019,0.9466129879222825,0.0,0.0,0.009260874998290092,2.2530736923217773,0.0003232089802622795,0.8855705261230469,0.009584083978552371,2.2530736923217773,512,pytorch
19,hybrid_lr,0.915929203539823,0.8036549707602338,0.8635568002800631,0.8292983502285828,0.9515140906704007,0.27230158299789764,8.556496620178223,0.017445334000512958,8.816749572753906,0.003716249979333952,3.7681655883789062,0.29346316697774455,8.816749572753906,512,pytorch
19,embedding_centroid,0.8628318584070797,0.7257954545454546,0.8478032557325399,0.7622425085689075,0.8478032557325398,0.0,0.0,0.00017391599249094725,0.9101943969726562,0.0016345009789802134,0.4791717529296875,0.0018084169714711607,0.9101943969726562,512,pytorch
20,embedding_lr,0.9070796460176991,0.7871345029239767,0.8437773499037283,0.8113297555158021,0.9364607036583232,0.0,0.0,0.00912033297936432,2.2527427673339844,0.00031379199936054647,0.8855705261230469,0.009434124978724867,2.2527427673339844,512,pytorch
20,hybrid_lr,0.9070796460176991,0.7893041237113403,0.8143707334150184,0.8010146325101672,0.9331349553649572,0.283238000003621,8.460636138916016,0.016076667001470923,8.829338073730469,0.0035387090174481273,3.758758544921875,0.30285337602254003,8.829338073730469,512,pytorch
20,embedding_centroid,0.8495575221238938,0.7010578866040651,0.7960791178015054,0.7311030235162375,0.7960791178015053,0.0,0.0,0.00016650001634843647,0.9101943969726562,0.0016033329884521663,0.4784698486328125,0.0017698330048006028,0.9101943969726562,512,pytorch
