seed,model,accuracy,precision_macro,recall_macro,f1_macro,auc,feature_prep_seconds,feature_prep_memory_mb,fit_seconds,fit_memory_mb,predict_seconds,predict_memory_mb,runtime_seconds,peak_python_memory_mb,embedding_dimension,dataset
0,embedding_lr,0.8903225806451613,0.7645305514157973,0.8944444444444444,0.8065487115483445,0.9603703703703703,0.0,0.0,0.004071208997629583,1.602055549621582,0.0003139589971397072,0.6076850891113281,0.00438516799476929,1.602055549621582,512,incubator-mxnet
0,hybrid_lr,0.9161290322580645,0.8030960648148149,0.887962962962963,0.8369872987622361,0.9659259259259259,0.258371875010198,6.986589431762695,0.01183804200263694,6.0219879150390625,0.0031864999909885228,2.5582122802734375,0.27339641700382344,6.986589431762695,512,incubator-mxnet
0,embedding_centroid,0.8774193548387097,0.7488095238095238,0.8870370370370371,0.790017825311943,0.8870370370370371,0.0,0.0,0.0002395000192336738,0.6289443969726562,0.0017987079918384552,0.33991432189941406,0.002038208011072129,0.6289443969726562,512,incubator-mxnet
1,embedding_lr,0.9225806451612903,0.8135545556805399,0.912962962962963,0.8520992366412214,0.965925925925926,0.0,0.0,0.004100541002117097,1.6026926040649414,0.00031433298136107624,0.6076850891113281,0.004414873983478174,1.6026926040649414,512,incubator-mxnet
1,hybrid_lr,0.9225806451612903,0.8221120984278878,0.8490740740740741,0.8347547974413646,0.9640740740740741,0.28130845801206306,6.812219619750977,0.01471170800505206,6.014732360839844,0.005936041998211294,2.5656051635742188,0.3019562080153264,6.812219619750977,512,incubator-mxnet
1,embedding_centroid,0.9032258064516129,0.782258064516129,0.9018518518518519,0.8239836475130593,0.9018518518518518,0.0,0.0,0.00017695798305794597,0.6289443969726562,0.00243687501642853,0.33995819091796875,0.002613832999486476,0.6289443969726562,512,incubator-mxnet
2,embedding_lr,0.9290322580645162,0.8284615384615385,0.8953703703703704,0.8570230607966457,0.9722222222222223,0.0,0.0,0.028655792004428804,1.6024103164672852,0.0003337500093039125,0.6076850891113281,0.028989542013732716,1.6024103164672852,512,incubator-mxnet
2,hybrid_lr,0.9161290322580645,0.8163699690402477,0.8027777777777778,0.8093480934809347,0.9703703703703703,0.25078320800093934,6.995255470275879,0.021059874998172745,6.0257415771484375,0.00280437502078712,2.5577545166015625,0.2746474580198992,6.995255470275879,512,incubator-mxnet
2,embedding_centroid,0.9032258064516129,0.7806712962962963,0.8592592592592593,0.8119084216487339,0.8592592592592593,0.0,0.0,0.00015624999650754035,0.6289443969726562,0.00210191699443385,0.33991432189941406,0.0022581669909413904,0.6289443969726562,512,incubator-mxnet
3,embedding_lr,0.9096774193548387,0.7928099593495934,0.9268518518518518,0.8382528324388789,0.9629629629629629,0.0,0.0,0.0036978329881094396,1.6025753021240234,0.0005431659810710698,0.6076850891113281,0.0042409989691805094,1.6025753021240234,512,incubator-mxnet
3,hybrid_lr,0.9290322580645162,0.8326745718050066,0.8740740740740741,0.8514937723194844,0.9622222222222222,0.25087354102288373,7.143404006958008,0.04419858299661428,6.009468078613281,0.002995874994667247,2.566864013671875,0.29806799901416525,7.143404006958008,512,incubator-mxnet
3,embedding_centroid,0.8903225806451613,0.7645305514157973,0.8944444444444444,0.8065487115483445,0.8944444444444444,0.0,0.0,0.00015762500697746873,0.6289443969726562,0.0015884999884292483,0.3393878936767578,0.001746124995406717,0.6289443969726562,512,incubator-mxnet
4,embedding_lr,0.9096774193548387,0.7928099593495934,0.9268518518518518,0.8382528324388789,0.9711111111111111,0.0,0.0,0.005150625016540289,1.6028823852539062,0.0003253330069128424,0.6076850891113281,0.005475958023453131,1.6028823852539062,512,incubator-mxnet
4,hybrid_lr,0.9225806451612903,0.8221120984278878,0.8490740740740741,0.8347547974413646,0.9644444444444444,0.23272041699965484,7.178356170654297,0.011927875020774081,6.031257629394531,0.0029265419871080667,2.5500640869140625,0.247574834007537,7.178356170654297,512,incubator-mxnet
4,embedding_centroid,0.8903225806451613,0.7672619047619047,0.9157407407407407,0.8121212121212121,0.9157407407407407,0.0,0.0,0.00015150001854635775,0.6289443969726562,0.0016975840262603015,0.33965110778808594,0.0018490840448066592,0.6289443969726562,512,incubator-mxnet
5,embedding_lr,0.9161290322580645,0.8046153846153846,0.8666666666666667,0.8310272536687631,0.9633333333333334,0.0,0.0,0.0031476669828407466,1.6026487350463867,0.0002648339723236859,0.6076850891113281,0.0034125009551644325,1.6026487350463867,512,incubator-mxnet
5,hybrid_lr,0.9096774193548387,0.8041362530413625,0.7777777777777778,0.7900541795665634,0.967037037037037,0.28187049998086877,5.915390968322754,0.014051375008421019,6.039268493652344,0.0027510829677339643,2.5691299438476562,0.29867295795702375,6.039268493652344,512,incubator-mxnet
5,embedding_centroid,0.9096774193548387,0.7917604049493814,0.8842592592592593,0.8274491094147582,0.8842592592592593,0.0,0.0,0.0001557909999974072,0.6289443969726562,0.002178958005970344,0.33995819091796875,0.002334749005967751,0.6289443969726562,512,incubator-mxnet
6,embedding_lr,0.9225806451612903,0.8135545556805399,0.912962962962963,0.8520992366412214,0.9674074074074075,0.0,0.0,0.003376459004357457,1.6024589538574219,0.0002801660157274455,0.6076850891113281,0.0036566250200849026,1.6024589538574219,512,incubator-mxnet
6,hybrid_lr,0.9290322580645162,0.8284615384615385,0.8953703703703704,0.8570230607966457,0.9625925925925926,0.2335850420058705,6.974255561828613,0.013179207977373153,6.019561767578125,0.0027481669967528433,2.560272216796875,0.2495124169799965,6.974255561828613,512,incubator-mxnet
6,embedding_centroid,0.9096774193548387,0.792,0.9055555555555556,0.833076923076923,0.9055555555555556,0.0,0.0,0.00015220901696011424,0.6289443969726562,0.0017406250117346644,0.3397693634033203,0.0018928340286947787,0.6289443969726562,512,incubator-mxnet
7,embedding_lr,0.8903225806451613,0.7582465277777778,0.8305555555555555,0.7868295445352318,0.9233333333333333,0.0,0.0,0.0040267499862238765,1.6028385162353516,0.0003473340184427798,0.6076850891113281,0.004374084004666656,1.6028385162353516,512,incubator-mxnet
7,hybrid_lr,0.8774193548387097,0.7283226723525231,0.7379629629629629,0.7329766977967178,0.9188888888888889,0.2173257079848554,7.134471893310547,0.01201183401281014,6.0269317626953125,0.002751583029748872,2.5566558837890625,0.2320891250274144,7.134471893310547,512,incubator-mxnet
